Id,Date,Alarm,Status,Mode,PIP,RR,I:E,PEEP,FIO2,VT,FlowEnd,FlowCurve,FlowCurve,TPause,Trise,Trigger,End insp.,PSupport,PsLow,ApneaTime,BreathCycleTime,Tinsp,TExpiration,Flow,PIP Max,PEEP Min,PEEP Max,RR Min,RR Max,MVe Min,MVe Max,ApneaTime Max,Cyc. PIP,Cyc. RR,Cyc. I:E,Cyc. PEEP,Cyc. FIO2,Cyc. P Platue,Cyc. PIF,Cyc. VTi,Cyc. VTe,Cyc. MVi,Cyc. MVe,Cyc. Cdyn,Cyc. PEF,Cyc. Pmean,Cyc. Raw,Cyc. Cstat,Cyc. PEEPi,Cyc. NIF,Cyc. RSBI,Cyc. Leak,Cyc. RRSpont,Cyc. RRMand,Cyc. VTiMand,Cyc. VTeMand,Cyc. VTiSpont,Cyc. VTeSpont,Cyc. VtiSpontMean,Cyc. VTeSpontMean,Cyc. MVeSpont,Cyc. MVeMand,Cyc. MVLeak,Cyc. PDrive,Cyc. VTPBW,Cyc. EndInspPressure,Cyc. P01
8432,2026-06-16 09:51:37,Start HF O2 Therapy Mode,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8431,2026-06-16 09:51:36,Start HF Oxygen Therapy Ventilation,,Standby,,,-:-,,,,,,,,,,,,,,,,,,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8430,2026-06-16 09:51:33,Start Invasive Ventilation,,Standby,,,-:-,,,,,,,,,,,,,,,,,,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8429,2026-06-16 09:51:30,Exhalation Flow Sensor Fault,Deactivated,Standby,,,-:-,,,,,,,,,,,,,,,,,,58,0,13,1,145,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8428,2026-06-16 09:51:23,Exhalation Flow Sensor Fault,Activated,Standby,,,-:-,,,,,,,,,,,,,,,,,,58,0,13,1,145,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427,2026-06-16 09:51:18,Standby Mode Activated,Activated,Standby,,,-:-,,,,,,,,,,,,,,,,,,58,0,13,1,145,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8426,2026-06-16 09:51:17,Standby action,,Standby,,,-:-,,,,,,,,,,,,,,,,,,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8425,2026-06-16 09:25:55,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,2026-06-16 09:20:31,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423,2026-06-16 09:20:28,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,2026-06-16 09:03:32,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,45,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8421,2026-06-16 08:57:26,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,55,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8420,2026-06-16 08:37:37,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8419,2026-06-16 08:13:35,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8418,2026-06-16 07:58:22,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,2026-06-16 07:58:21,Confirm HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8416,2026-06-16 07:56:45,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8415,2026-06-16 07:08:27,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8414,2026-06-16 06:42:10,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8413,2026-06-16 06:33:08,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,67,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8412,2026-06-16 06:28:41,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,67,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,2026-06-16 06:03:46,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,80,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410,2026-06-16 04:56:57,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,80,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8409,2026-06-16 04:32:40,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,68,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408,2026-06-16 04:02:12,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,68,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8407,2026-06-16 04:02:02,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,68,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8406,2026-06-16 03:23:38,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,68,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8405,2026-06-16 03:03:28,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,68,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8404,2026-06-16 02:57:26,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,68,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8403,2026-06-16 02:20:12,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,83,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8402,2026-06-16 02:00:21,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,83,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,2026-06-16 01:56:27,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,83,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8400,2026-06-16 01:54:29,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,89,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,2026-06-16 01:53:53,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,70,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8398,2026-06-16 01:26:28,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,55,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8397,2026-06-16 00:46:51,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,55,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8396,2026-06-16 00:23:38,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,55,-,-,-,-,0,0,0,-,-,-,-,0,0,0,90,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8395,2026-06-16 00:23:32,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,55,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8394,2026-06-16 00:17:43,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8393,2026-06-16 00:11:43,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392,2026-06-15 23:59:49,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,70,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8391,2026-06-15 23:58:26,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8390,2026-06-15 23:58:07,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,80,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,2026-06-15 23:48:06,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8388,2026-06-15 23:46:26,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8387,2026-06-15 23:44:44,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,2026-06-15 23:39:11,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,65,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,2026-06-15 23:39:07,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,65,-,-,-,-,0,0,0,-,-,-,-,0,0,0,102,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8384,2026-06-15 23:21:11,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,59,-,-,-,-,0,0,0,-,-,-,-,0,0,0,102,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383,2026-06-15 23:20:51,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,70,-,-,-,-,0,0,0,-,-,-,-,0,0,0,102,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8382,2026-06-15 23:19:39,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,70,-,-,-,-,0,0,0,-,-,-,-,0,0,0,120,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8381,2026-06-15 23:16:44,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,85,-,-,-,-,0,0,0,-,-,-,-,0,0,0,120,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,2026-06-15 23:16:34,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,85,-,-,-,-,0,0,0,-,-,-,-,0,0,0,120,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8379,2026-06-15 22:46:38,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,120,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8378,2026-06-15 22:16:08,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,120,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8377,2026-06-15 21:28:47,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,120,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,2026-06-15 21:28:18,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,70,-,-,-,-,0,0,0,-,-,-,-,0,0,0,120,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,2026-06-15 21:25:14,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,80,-,-,-,-,0,0,0,-,-,-,-,0,0,0,120,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,2026-06-15 21:25:02,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,80,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8373,2026-06-15 21:22:34,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,60,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8372,2026-06-15 21:21:41,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,80,-,-,-,-,0,0,0,-,-,-,-,0,0,0,100,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8371,2026-06-15 21:21:35,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,80,-,-,-,-,0,0,0,-,-,-,-,0,0,0,84,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,2026-06-15 21:17:29,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,91,-,-,-,-,0,0,0,-,-,-,-,0,0,0,84,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,2026-06-15 21:16:14,View Logs,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,102,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,2026-06-15 21:12:23,Change HF O2 Therapy Mode Setting,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,102,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8367,2026-06-15 21:11:10,Standby Mode Activated,Deactivated,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,80,58,0,13,1,145,0,5,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8366,2026-06-15 21:11:10,Start HF O2 Therapy Mode,,HF O<sub>2</sub> Therapy,-,-,-:-,-,100,-,-,-,-,0,0,0,-,-,-,-,0,0,0,80,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8365,2026-06-15 20:47:15,Start HF Oxygen Therapy Ventilation,,Standby,,,-:-,,,,,,,,,,,,,,,,,,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,2026-06-15 20:43:14,Startup Page,,Standby,,,-:-,,,,,,,,,,,,,,,,,,35,0,20,4,30,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,2026-06-15 20:42:39,Standby Mode Activated,Activated,Standby,,,-:-,,,,,,,,,,,,,,,,,,58,0,13,1,145,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
